# blastn
# Iteration: 0
# Query: U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome
# RID: NJ3T4V3Y114
# Database: n/a
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5376 hits found
U00096.3	CP007275.1	97.879	98900	2039	42	1097561	1196424	209720	308596	0.0	1.710e+05
U00096.3	CP007275.1	98.058	76365	1421	33	3423378	3499691	2760035	2836388	0.0	1.327e+05
U00096.3	CP007275.1	97.987	59561	1179	8	438276	497820	4470747	4530303	0.0	1.033e+05
U00096.3	CP007275.1	98.023	57469	1117	12	1886787	1944250	974044	1031498	0.0	99814
U00096.3	CP007275.1	98.062	48338	915	19	3908551	3956874	3248102	3296431	0.0	84053
U00096.3	CP007275.1	97.952	41017	834	6	2390000	2431014	1681070	1722082	0.0	71086
U00096.3	CP007275.1	97.592	40446	953	4	859220	899665	4884514	4924938	0.0	69274
U00096.3	CP007275.1	97.800	39495	865	4	2947756	2987247	2257045	2296538	0.0	68116
U00096.3	CP007275.1	97.995	37949	754	4	3292479	3330426	2631169	2669111	0.0	65856
U00096.3	CP007275.1	97.363	36627	942	11	1314540	1351162	503782	540388	0.0	62264
U00096.3	CP007275.1	97.722	36035	809	9	1845024	1881053	937838	973865	0.0	61985
U00096.3	CP007275.1	97.377	36336	925	18	3194920	3231242	2541575	2577895	0.0	61795
U00096.3	CP007275.1	97.846	35144	736	12	1733576	1768715	829909	865035	0.0	60685
U00096.3	CP007275.1	97.934	34999	713	10	1768898	1803891	865043	900036	0.0	60617
U00096.3	CP007275.1	97.396	35522	868	22	2565481	2600997	1834561	1870030	0.0	60419
U00096.3	CP007275.1	97.917	34087	705	4	1007823	1041906	72357	106441	0.0	59008
U00096.3	CP007275.1	97.680	33273	765	7	951060	984329	22780	56048	0.0	57160
U00096.3	CP007275.1	97.341	33545	865	9	3960661	3994183	3299342	3332881	0.0	56979
U00096.3	CP007275.1	97.042	33474	980	8	2480810	2514276	1761514	1794984	0.0	56322
U00096.3	CP007275.1	97.798	32656	715	4	78854	111509	4110269	4142920	0.0	56318
U00096.3	CP007275.1	97.439	31975	780	19	392973	424918	4425564	4457528	0.0	54473
U00096.3	CP007275.1	95.918	33464	1295	61	3864566	3897989	3204820	3238252	0.0	54163
U00096.3	CP007275.1	97.605	31309	720	12	3512632	3543928	2843988	2875278	0.0	53635
U00096.3	CP007275.1	98.079	30085	569	4	3330579	3360656	2669118	2699200	0.0	52346
U00096.3	CP007275.1	97.560	30040	698	13	2684244	2714258	1945407	1975436	0.0	51380
U00096.3	CP007275.1	97.565	29773	721	4	3012579	3042349	2310098	2339868	0.0	50961
U00096.3	CP007275.1	98.414	28252	444	3	4344932	4373179	3735024	3763275	0.0	49687
U00096.3	CP007275.1	95.259	30333	1361	55	2316948	2347239	1612179	1642475	0.0	47977
U00096.3	CP007275.1	97.980	26678	532	6	2259746	2286419	1558836	1585510	0.0	46272
U00096.3	CP007275.1	96.841	27347	849	9	1816380	1843715	910395	937737	0.0	45700
U00096.3	CP007275.1	98.176	25388	461	2	1666015	1691401	767101	792487	0.0	44317
U00096.3	CP007275.1	98.045	25323	492	3	2906502	2931823	2179799	2205119	0.0	44017
U00096.3	CP007275.1	97.688	24051	548	8	3676254	3700302	3021562	3045606	0.0	41327
U00096.3	CP007275.1	96.607	24846	835	7	2357684	2382525	1652632	1677473	0.0	41205
U00096.3	CP007275.1	97.396	24116	610	11	781791	805891	4809047	4833159	0.0	41039
U00096.3	CP007275.1	96.343	24775	850	26	2204304	2229067	1504571	1529300	0.0	40680
U00096.3	CP007275.1	98.045	23227	450	4	192776	216001	4226550	4249773	0.0	40374
U00096.3	CP007275.1	96.964	23549	687	2	4449048	4472568	3845963	3869511	0.0	39500
U00096.3	CP007275.1	97.013	23398	677	18	2229442	2252828	1529693	1553079	0.0	39316
U00096.3	CP007275.1	97.500	22916	547	17	1567186	1590079	695087	717998	0.0	39120
U00096.3	CP007275.1	97.316	22022	552	21	2012563	2034556	1136832	1158842	0.0	37356
U00096.3	CP007275.1	97.734	21180	475	5	4094494	4115670	3449277	3470454	0.0	36448
U00096.3	CP007275.1	97.988	20431	410	1	1708767	1729197	809489	829918	0.0	35451
U00096.3	CP007275.1	97.014	20864	593	15	3655250	3676107	3000717	3021556	0.0	35050
U00096.3	CP007275.1	97.182	20725	582	2	2614812	2635535	1870072	1890795	0.0	35035
U00096.3	CP007275.1	96.675	20934	682	7	4132466	4153385	3494602	3515535	0.0	34790
U00096.3	CP007275.1	96.827	20610	649	5	2177450	2198056	1477249	1497856	0.0	34431
U00096.3	CP007275.1	96.942	19258	575	4	3131340	3150583	2461006	2480263	0.0	32287
U00096.3	CP007275.1	97.494	17958	434	8	4374607	4392549	3764390	3782346	0.0	30655
U00096.3	CP007275.1	96.668	18246	606	2	2430913	2449157	1722254	1740498	0.0	30324
U00096.3	CP007275.1	97.142	17668	493	8	2635883	2653549	1902831	1920487	0.0	29818
U00096.3	CP007275.1	97.667	17359	394	4	1691552	1708900	792457	809814	0.0	29802
U00096.3	CP007275.1	98.246	16760	285	8	2729551	2746306	1993187	2009941	0.0	29312
U00096.3	CP007275.1	97.872	16962	350	9	643496	660451	4690420	4707376	0.0	29312
U00096.3	CP007275.1	98.085	16654	316	3	4392472	4409122	3782157	3798810	0.0	28984
U00096.3	CP007275.1	97.363	16986	445	2	4297214	4314197	3689562	3706546	0.0	28882
U00096.3	CP007275.1	96.476	17393	603	9	4409222	4426610	3798820	3816206	0.0	28714
U00096.3	CP007275.1	97.108	16980	467	14	4326306	4343266	3718029	3735003	0.0	28614
U00096.3	CP007275.1	97.440	16681	424	3	2818472	2835149	2096299	2112979	0.0	28435
U00096.3	CP007275.1	96.628	16962	564	6	815711	832668	4842733	4859690	0.0	28147
U00096.3	CP007275.1	98.137	15888	282	10	3376250	3392133	2704781	2720658	0.0	27687
U00096.3	CP007275.1	98.133	15803	265	22	216175	231966	4249903	4265686	0.0	27521
U00096.3	CP007275.1	97.504	15908	382	15	4202523	4218421	3568731	3584632	0.0	27163
U00096.3	CP007275.1	97.389	15895	412	2	3407376	3423267	2744198	2760092	0.0	27050
U00096.3	CP007275.1	96.665	16254	525	5	2521467	2537704	1800667	1816919	0.0	26997
U00096.3	CP007275.1	97.601	15548	368	5	34767	50311	4066371	4081916	0.0	26640
U00096.3	CP007275.1	98.506	14923	223	0	3392344	3407266	2720595	2735517	0.0	26323
U00096.3	CP007275.1	95.999	16145	626	10	1366753	1382883	554357	570495	0.0	26218
U00096.3	CP007275.1	95.829	16136	672	1	2887311	2903446	2158923	2175057	0.0	26068
U00096.3	CP007275.1	96.821	15572	481	7	3547960	3563518	2879451	2895021	0.0	26001
U00096.3	CP007275.1	98.172	14662	267	1	3564129	3578790	2904979	2919639	0.0	25590
U00096.3	CP007275.1	97.263	15018	407	4	3046124	3061140	2342623	2357637	0.0	25453
U00096.3	CP007275.1	95.757	15650	649	8	3584196	3599843	2924137	2939773	0.0	25207
U00096.3	CP007275.1	98.294	14300	241	3	661204	675501	4707528	4721826	0.0	25052
U00096.3	CP007275.1	97.200	14641	406	4	3253317	3267956	2598079	2612716	0.0	24762
U00096.3	CP007275.1	96.519	14854	501	14	3838219	3853065	3182926	3197770	0.0	24552
U00096.3	CP007275.1	95.709	15193	652	0	609348	624540	4657929	4673121	0.0	24445
U00096.3	CP007275.1	97.930	14060	291	0	2931824	2945883	2205170	2219229	0.0	24352
U00096.3	CP007275.1	97.591	14116	340	0	3722077	3736192	3066617	3080732	0.0	24184
U00096.3	CP007275.1	97.867	13972	285	11	1300694	1314660	442861	456824	0.0	24138
U00096.3	CP007275.1	94.430	15709	839	26	3114455	3130145	2436928	2452618	0.0	24129
