# blastn
# Iteration: 0
# Query: U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome
# RID: NJ3GD7B411R
# Database: n/a
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3598 hits found
U00096.3	CP009859.1	98.025	103139	1986	25	1695878	1798987	1883128	1986244	0.0	1.791e+05
U00096.3	CP009859.1	97.973	65473	1298	13	1883151	1948617	2069056	2134505	0.0	1.135e+05
U00096.3	CP009859.1	98.010	53815	1019	29	1141129	1194915	1319880	1373670	0.0	93397
U00096.3	CP009859.1	97.775	50347	1080	12	2390000	2440342	2676177	2726487	0.0	86732
U00096.3	CP009859.1	98.155	48886	895	6	935438	984319	1126787	1175669	0.0	85272
U00096.3	CP009859.1	98.364	45050	713	21	3911837	3956875	4430018	4475054	0.0	79087
U00096.3	CP009859.1	97.823	44365	954	10	643496	687851	692990	737351	0.0	76565
U00096.3	CP009859.1	97.865	42759	891	8	2947756	2990492	3256501	3299259	0.0	73883
U00096.3	CP009859.1	97.623	41949	985	11	4386047	4427988	4991594	5033537	0.0	71931
U00096.3	CP009859.1	98.341	39853	661	0	1651549	1691401	1843129	1882981	0.0	69933
U00096.3	CP009859.1	99.960	37781	15	0	4536142	4573922	5189286	5227066	0.0	69686
U00096.3	CP009859.1	97.983	38133	752	13	1845024	1883151	2030711	2068831	0.0	66142
U00096.3	CP009859.1	98.200	37715	665	3	438276	475977	453453	491166	0.0	65872
U00096.3	CP009859.1	98.160	37119	671	10	1097463	1134575	1275430	1312542	0.0	64752
U00096.3	CP009859.1	97.646	37731	865	9	1552370	1590079	1716256	1753984	0.0	64735
U00096.3	CP009859.1	97.233	37698	1032	7	2476584	2514276	2754536	2792227	0.0	63826
U00096.3	CP009859.1	97.744	36035	796	13	2252892	2288918	2541793	2577818	0.0	62024
U00096.3	CP009859.1	98.046	34087	661	4	1007823	1041906	1198837	1232921	0.0	59252
U00096.3	CP009859.1	98.134	33325	618	3	3297104	3330426	3759717	3793039	0.0	58091
U00096.3	CP009859.1	97.802	33624	685	27	2576045	2609651	2846430	2880016	0.0	57948
U00096.3	CP009859.1	98.142	32786	604	5	4094494	4127277	4635067	4667849	0.0	57166
U00096.3	CP009859.1	97.841	32657	702	3	78854	111509	87262	119916	0.0	56397
U00096.3	CP009859.1	96.516	33924	1161	18	3585081	3618996	4032578	4066488	0.0	56078
U00096.3	CP009859.1	97.241	31461	813	33	2003116	2034556	2204184	2235609	0.0	53238
U00096.3	CP009859.1	98.585	30041	422	3	3330579	3360618	3793046	3823084	0.0	53118
U00096.3	CP009859.1	98.402	30093	457	18	3423378	3453454	3887683	3917767	0.0	52885
U00096.3	CP009859.1	98.152	29606	535	10	3470093	3499691	3919300	3948900	0.0	51631
U00096.3	CP009859.1	97.615	30024	702	13	2684244	2714259	3008262	3038279	0.0	51465
U00096.3	CP009859.1	97.642	29767	676	10	3012579	3042332	3350155	3379908	0.0	51057
U00096.3	CP009859.1	98.499	28252	417	5	4344932	4373179	4951346	4979594	0.0	49816
U00096.3	CP009859.1	96.859	29796	892	20	2357684	2387438	2646367	2676159	0.0	49797
U00096.3	CP009859.1	97.236	29162	773	17	1474005	1503160	1636693	1665827	0.0	49356
U00096.3	CP009859.1	95.786	30330	1221	40	2316948	2347239	2603785	2634095	0.0	48876
U00096.3	CP009859.1	97.851	27644	563	26	2904195	2931823	3207560	3235187	0.0	47729
U00096.3	CP009859.1	97.308	27339	730	6	1816380	1843715	2003275	2030610	0.0	46403
U00096.3	CP009859.1	97.526	27046	648	6	1300694	1327728	1508217	1535252	0.0	46219
U00096.3	CP009859.1	97.603	25783	605	11	3674523	3700302	4125160	4150932	0.0	44176
U00096.3	CP009859.1	97.276	25987	667	15	3960661	3986641	4477964	4503915	0.0	44028
U00096.3	CP009859.1	96.198	26250	933	56	2878189	2904407	3180824	3207039	0.0	42885
U00096.3	CP009859.1	97.647	24439	546	19	3367699	3392133	3823139	3847552	0.0	41918
U00096.3	CP009859.1	97.692	23828	537	7	781951	805767	842305	866130	0.0	40943
U00096.3	CP009859.1	98.213	23397	402	6	1327767	1351162	1536818	1560199	0.0	40876
U00096.3	CP009859.1	98.321	23227	388	2	192776	216001	200689	223914	0.0	40730
U00096.3	CP009859.1	97.517	22998	569	2	1504909	1527904	1665828	1688825	0.0	39305
U00096.3	CP009859.1	95.430	23216	1012	31	984483	1007682	1175660	1198842	0.0	36948
U00096.3	CP009859.1	97.017	21859	630	11	815711	837564	875757	897598	0.0	36734
U00096.3	CP009859.1	97.159	21611	605	9	2662490	2684095	2986641	3008247	0.0	36498
U00096.3	CP009859.1	96.669	21493	695	10	707907	729392	758431	779909	0.0	35704
U00096.3	CP009859.1	97.176	20856	579	7	2118655	2139505	2407462	2428312	0.0	35242
U00096.3	CP009859.1	97.583	19987	457	9	4261666	4281629	4872330	4892313	0.0	34210
U00096.3	CP009859.1	98.144	19123	352	3	3655250	3674370	4105905	4125026	0.0	33344
U00096.3	CP009859.1	97.089	19753	540	31	3877701	3897433	4390531	4410268	0.0	33259
U00096.3	CP009859.1	97.825	18942	389	18	1221255	1240187	1386319	1405246	0.0	32675
U00096.3	CP009859.1	95.753	20248	853	7	1362640	1382883	1578782	1599026	0.0	32620
U00096.3	CP009859.1	98.225	18085	314	7	3512632	3530711	3956499	3974581	0.0	31612
U00096.3	CP009859.1	99.988	16910	2	0	4519240	4536149	5171185	5188094	0.0	31216
U00096.3	CP009859.1	97.671	18077	390	20	393115	411170	407006	425072	0.0	31021
U00096.3	CP009859.1	97.014	18316	501	31	4242531	4260838	4813834	4832111	0.0	30751
U00096.3	CP009859.1	97.538	17671	417	11	2635883	2653549	2959983	2977639	0.0	30206
U00096.3	CP009859.1	97.416	17688	439	10	1594209	1611892	1760112	1777785	0.0	30116
U00096.3	CP009859.1	98.522	16977	233	8	4326306	4343266	4934351	4951325	0.0	29944
U00096.3	CP009859.1	97.734	17344	382	5	2800608	2817942	3105622	3122963	0.0	29841
U00096.3	CP009859.1	96.134	17950	684	9	4296287	4314230	4904990	4922935	0.0	29294
U00096.3	CP009859.1	97.710	16985	381	4	1799135	1816118	1986247	2003224	0.0	29204
U00096.3	CP009859.1	97.896	16733	344	7	4459488	4476215	5068886	5085615	0.0	28943
U00096.3	CP009859.1	97.823	16579	356	5	2818472	2835046	3123224	3139801	0.0	28611
U00096.3	CP009859.1	98.190	16192	290	3	111545	127735	119835	136024	0.0	28275
U00096.3	CP009859.1	98.329	16098	265	4	2236732	2252828	2525686	2541780	0.0	28234
U00096.3	CP009859.1	98.223	15757	256	8	4432645	4448397	5042670	5058406	0.0	27525
U00096.3	CP009859.1	98.121	15806	275	20	216175	231966	224044	239841	0.0	27523
U00096.3	CP009859.1	97.035	16254	464	6	2521467	2537704	2797912	2814163	0.0	27329
U00096.3	CP009859.1	97.496	15893	397	1	3407376	3423267	3871848	3887740	0.0	27143
U00096.3	CP009859.1	97.868	15664	330	4	4040792	4056452	4575849	4591511	0.0	27073
U00096.3	CP009859.1	98.726	15229	194	0	4576066	4591294	5234405	5249633	0.0	27048
U00096.3	CP009859.1	97.858	15549	325	8	34767	50311	42994	58538	0.0	26862
U00096.3	CP009859.1	96.628	16194	520	21	3861387	3877568	4374315	4390494	0.0	26856
U00096.3	CP009859.1	96.380	16161	569	13	2784382	2800534	3087524	3103676	0.0	26589
