CP043554.1	CP010811.1	98.887	169672	1837	31	729371	899012	785613	955263	0.0	3.028e+05
CP043554.1	CP010811.1	98.639	154340	2035	42	146898	301215	203531	357826	0.0	2.733e+05
CP043554.1	CP010811.1	98.287	148190	2457	31	1709291	1857456	2772392	2920523	0.0	2.595e+05
CP043554.1	CP010811.1	98.598	130459	1739	30	598376	728794	655250	785658	0.0	2.307e+05
CP043554.1	CP010811.1	98.430	109791	1671	18	328845	438604	385516	495284	0.0	1.931e+05
CP043554.1	CP010811.1	98.863	105568	1169	18	2312100	2417663	3395519	3501059	0.0	1.883e+05
CP043554.1	CP010811.1	98.426	95586	1454	25	1462467	1558023	1476587	1572150	0.0	1.681e+05
CP043554.1	CP010811.1	98.372	92259	1417	16	2127031	2219218	3208988	3301232	0.0	1.620e+05
CP043554.1	CP010811.1	98.324	76059	1205	22	1199692	1275703	1180779	1256814	0.0	1.333e+05
CP043554.1	CP010811.1	98.575	72723	998	17	1331888	1404591	1314286	1386989	0.0	1.285e+05
CP043554.1	CP010811.1	98.347	70943	1090	38	2222860	2293761	3304752	3375652	0.0	1.244e+05
CP043554.1	CP010811.1	98.329	70495	1143	19	484822	555295	541699	612179	0.0	1.236e+05
CP043554.1	CP010811.1	98.018	70016	1324	43	899167	969158	957565	1027540	0.0	1.215e+05
CP043554.1	CP010811.1	98.855	67144	746	16	983751	1050878	1030459	1097595	0.0	1.197e+05
CP043554.1	CP010811.1	98.610	66451	868	30	2836011	2902420	3861922	3928357	0.0	1.175e+05
CP043554.1	CP010811.1	98.612	64992	824	25	32820	97776	80391	145339	0.0	1.149e+05
CP043554.1	CP010811.1	97.836	53381	1107	24	1558062	1611401	1572391	1625764	0.0	92134
CP043554.1	CP010811.1	98.400	46497	717	13	2055280	2101755	3137040	3183530	0.0	81717
CP043554.1	CP010811.1	98.699	43895	547	9	1659336	1703209	1670404	1714295	0.0	77874
CP043554.1	CP010811.1	98.688	43835	557	10	2491893	2535713	3558088	3601918	0.0	77746
CP043554.1	CP010811.1	98.716	41574	521	7	441248	482815	497828	539394	0.0	73802
CP043554.1	CP010811.1	98.379	41712	671	4	1154686	1196393	1139045	1180755	0.0	73278
CP043554.1	CP010811.1	98.677	37932	486	4	107127	145049	154541	192465	0.0	67252
CP043554.1	CP010811.1	97.935	36707	720	17	2911890	2948589	9517	46192	0.0	63551
CP043554.1	CP010811.1	98.103	36316	647	30	561495	597794	618495	654784	0.0	63208
CP043554.1	CP010811.1	98.515	32868	465	10	1275694	1308543	1257868	1290730	0.0	57971
CP043554.1	CP010811.1	98.382	32704	500	11	1	32685	46200	78893	0.0	57435
CP043554.1	CP010811.1	98.851	29166	328	1	1615004	1644169	1625936	1655094	0.0	51997
CP043554.1	CP010811.1	99.127	28868	239	8	2644814	2673674	3695353	3724214	0.0	51901
CP043554.1	CP010811.1	98.644	28907	376	6	1960435	1989327	3040057	3068961	0.0	51195
CP043554.1	CP010811.1	98.704	26939	322	11	1990957	2017883	3070949	3097872	0.0	47788
CP043554.1	CP010811.1	99.107	26544	229	8	2609253	2635793	3660172	3686710	0.0	47698
CP043554.1	CP010811.1	98.495	26839	401	3	301206	328042	357967	384804	0.0	47321
CP043554.1	CP010811.1	98.580	25850	346	11	2679417	2705246	3724307	3750155	0.0	45683
CP043554.1	CP010811.1	98.986	24657	237	7	1432134	1456777	1415773	1440429	0.0	44136
CP043554.1	CP010811.1	97.961	25263	475	21	1920565	1945807	3000150	3025392	0.0	43763
CP043554.1	CP010811.1	98.658	22880	305	1	2542090	2564969	3607655	3630532	0.0	40549
CP043554.1	CP010811.1	99.199	21215	158	7	1052667	1073873	1100479	1121689	0.0	38224
CP043554.1	CP010811.1	98.530	21495	292	7	2454066	2475557	3520440	3541913	0.0	37922
CP043554.1	CP010811.1	98.507	21499	305	14	1862488	1883978	2925807	2947297	0.0	37909
CP043554.1	CP010811.1	97.544	21904	519	3	2814112	2836014	3839954	3861839	0.0	37451
CP043554.1	CP010811.1	96.505	21258	718	14	1404603	1425844	1388058	1409306	0.0	35117
CP043554.1	CP010811.1	98.639	19401	263	1	2417787	2437187	3501057	3520456	0.0	34363
CP043554.1	CP010811.1	98.211	18332	300	12	2293753	2312083	3377150	3395454	0.0	32010
CP043554.1	CP010811.1	98.293	15991	264	6	1945519	1961503	3024862	3040849	0.0	28009
CP043554.1	CP010811.1	97.753	16157	361	2	2475610	2491765	3541931	3558086	0.0	27824
CP043554.1	CP010811.1	98.572	15201	183	14	1644166	1659363	1655217	1670386	0.0	26838
CP043554.1	CP010811.1	98.481	14019	208	3	2574268	2588285	3646158	3660172	0.0	24703
CP043554.1	CP010811.1	97.947	13977	285	2	2799984	2813959	3825661	3839636	0.0	24219
CP043554.1	CP010811.1	97.870	13053	270	7	2710719	2723766	3752586	3765635	0.0	22557
CP043554.1	CP010811.1	98.541	12201	166	11	1902543	1914737	2980950	2993144	0.0	21534
CP043554.1	CP010811.1	98.686	11869	149	5	2017875	2029737	3099370	3111237	0.0	21047
CP043554.1	CP010811.1	98.205	9470	163	5	2902421	2911888	1	9465	0.0	16539
CP043554.1	CP010811.1	99.205	9183	48	14	2670168	2679330	3636815	3645992	0.0	16530
CP043554.1	CP010811.1	98.755	9155	53	29	97942	107075	145426	154540	0.0	16218
CP043554.1	CP010811.1	97.597	9448	223	3	2104726	2114172	3186428	3195872	0.0	16187
CP043554.1	CP010811.1	98.142	9257	136	4	2564961	2574181	3630991	3640247	0.0	16109
CP043554.1	CP010811.1	98.557	8802	123	3	1892304	1901103	2972117	2980916	0.0	15548
CP043554.1	CP010811.1	97.824	8639	158	4	2723765	2732393	3765760	3774378	0.0	14885
CP043554.1	CP010811.1	98.180	8352	142	8	2635852	2644198	3687013	3695359	0.0	14573
CP043554.1	CP010811.1	99.108	7627	28	21	96004	103592	3647949	3640325	0.0	13671
CP043554.1	CP010811.1	99.348	7518	44	5	2673679	2681196	151075	143563	0.0	13607
CP043554.1	CP010811.1	96.514	8119	283	0	1884190	1892308	2947653	2955771	0.0	13426
CP043554.1	CP010811.1	97.927	7669	133	6	1073892	1081535	1131434	1139101	0.0	13258
CP043554.1	CP010811.1	98.455	7055	109	0	1324756	1331810	1307142	1314196	0.0	12425
CP043554.1	CP010811.1	96.143	7570	269	8	2032248	2039811	3113754	3121306	0.0	12340
CP043554.1	CP010811.1	98.446	6308	85	1	1425842	1432136	1409342	1415649	0.0	11093
CP043554.1	CP010811.1	98.844	5970	67	2	1703203	1709171	1714319	1720287	0.0	10641
CP043554.1	CP010811.1	96.794	6208	164	18	555288	561493	612272	618446	0.0	10329
CP043554.1	CP010811.1	99.262	5557	21	10	101530	107067	3899026	3893471	0.0	10017
CP043554.1	CP010811.1	99.223	5537	32	10	2570612	2576142	3301095	3306626	0.0	9976
CP043554.1	CP010811.1	98.554	5669	41	26	2219081	2224716	3720522	3726182	0.0	9976
CP043554.1	CP010811.1	99.118	5557	29	8	2867525	2873081	154531	148995	0.0	9973
CP043554.1	CP010811.1	99.136	5554	26	12	2219260	2224794	416702	411152	0.0	9971
CP043554.1	CP010811.1	99.379	5476	26	7	354549	360020	3726182	3720711	0.0	9917
CP043554.1	CP010811.1	99.397	5469	25	7	354549	360013	3648033	3642569	0.0	9910
CP043554.1	CP010811.1	99.740	5387	12	2	354633	360018	3893307	3887922	0.0	9869
CP043554.1	CP010811.1	99.314	5393	16	11	95993	101365	411303	416694	0.0	9734
CP043554.1	CP010811.1	99.368	5383	14	10	96002	101365	3893309	3887928	0.0	9734
CP043554.1	CP010811.1	99.368	5381	15	9	96004	101365	3726098	3720718	0.0	9731
CP043554.1	CP010811.1	98.620	5508	49	20	2570648	2576145	51672	46182	0.0	9725
CP043554.1	CP010811.1	98.741	5481	39	19	2219259	2224716	3642560	3648033	0.0	9712
CP043554.1	CP010811.1	99.165	5390	21	14	2219263	2224632	3887922	3893307	0.0	9683
CP043554.1	CP010811.1	99.305	5324	16	12	97998	103302	3896838	3891517	0.0	9607
CP043554.1	CP010811.1	98.849	5388	22	17	2862011	2867360	416699	411314	0.0	9570
CP043554.1	CP010811.1	98.867	5384	22	16	2862015	2867360	3720716	3726098	0.0	9568
CP043554.1	CP010811.1	98.867	5382	22	16	2862017	2867360	3642569	3647949	0.0	9564
CP043554.1	CP010811.1	99.136	5325	24	10	2673969	2679274	3891517	3896838	0.0	9559
CP043554.1	CP010811.1	99.098	5324	27	12	2865588	2870892	3640615	3645936	0.0	9546
CP043554.1	CP010811.1	98.155	5473	56	27	18	5455	3306593	3301131	0.0	9505
CP043554.1	CP010811.1	98.331	5392	40	28	2675924	2681272	3301242	3306626	0.0	9413
CP043554.1	CP010811.1	96.703	5672	156	14	1914902	1920571	2993301	2998943	0.0	9409
CP043554.1	CP010811.1	96.828	5644	144	17	1456859	1462487	1440484	1446107	0.0	9398
CP043554.1	CP010811.1	98.516	5325	38	19	2865588	2870892	150785	145482	0.0	9358
CP043554.1	CP010811.1	98.588	5310	32	20	2570759	2576066	148831	143563	0.0	9350
CP043554.1	CP010811.1	97.703	5399	59	36	2675924	2681275	51562	46182	0.0	9223
CP043554.1	CP010811.1	98.096	5305	57	24	55	5345	143557	148831	0.0	9197
CP043554.1	CP010811.1	99.206	5038	38	2	1857454	1862490	2920647	2925683	0.0	9081
CP043554.1	CP010811.1	98.529	4895	72	0	2050874	2055768	3132465	3137359	0.0	8641
CP043554.1	CP010811.1	96.532	4931	169	2	1319827	1324757	1302089	1307017	0.0	8157
CP043554.1	CP010811.1	97.087	4565	125	6	2733392	2737955	3777219	3781776	0.0	7686
CP043554.1	CP010811.1	99.287	3647	24	2	103700	107346	3724085	3720441	0.0	6589
CP043554.1	CP010811.1	99.390	3609	20	2	1848	5455	3640320	3636713	0.0	6541
CP043554.1	CP010811.1	99.601	3505	13	1	356517	360020	3640320	3636816	0.0	6394
CP043554.1	CP010811.1	98.806	3601	22	9	2570526	2574125	154763	151183	0.0	6392
CP043554.1	CP010811.1	99.628	3497	13	0	97869	101365	3640320	3636824	0.0	6386
CP043554.1	CP010811.1	99.572	3501	13	2	2670174	2673674	3887926	3891424	0.0	6381
CP043554.1	CP010811.1	99.543	3503	14	2	2670172	2673674	416698	413198	0.0	6379
CP043554.1	CP010811.1	99.543	3499	14	2	2670176	2673674	3642569	3646065	0.0	6372
CP043554.1	CP010811.1	99.458	3504	18	1	1848	5351	3891424	3887922	0.0	6364
CP043554.1	CP010811.1	99.429	3505	19	1	356517	360020	48066	51570	0.0	6360
CP043554.1	CP010811.1	99.401	3506	19	2	1848	5353	413198	416701	0.0	6357
CP043554.1	CP010811.1	99.457	3497	19	0	97869	101365	48066	51562	0.0	6353
CP043554.1	CP010811.1	99.373	3507	20	2	1848	5354	3724214	3720710	0.0	6353
CP043554.1	CP010811.1	99.428	3498	19	1	1848	5345	3646065	3642569	0.0	6348
CP043554.1	CP010811.1	99.287	3508	22	3	2670168	2673674	51571	48066	0.0	6336
CP043554.1	CP010811.1	99.259	3508	22	4	2219261	2222767	3636816	3640320	0.0	6331
